"513","1001","USD","DEM","81999898","1","1","","00000000"
"502","B","DEM","NLG","81999898","1","1","","00000000"
"513","1002","USD","DEM","81999898","1","1","","00000000"
"502","B","NLG","NLG","81999898","1","1","","00000000"
"513","1003","USD","DEM","81999898","1","1","","00000000"
"502","B","USD","BEF","81999898","1","1","","00000000"
"502","G","CAD","BEF","81999898","1","1","","00000000"
"513","1004","USD","DEM","81999898","1","1","","00000000"
"502","G","DEM","NLG","81999898","1","1","","00000000"
"513","200*","USD","DEM","81999898","1","1","","00000000"
"502","G","NLG","NLG","81999898","1","1","","00000000"
"513","2001","USD","DEM","81999898","1","1","","00000000"
"513","2002","USD","DEM","81999898","1","1","","00000000"
"502","G","USD","BEF","81999898","1","1","","00000000"
"513","2003","USD","DEM","81999898","1","1","","00000000"
"505","B","CAD","BEF","81999898","1","1","","00000000"
"513","2004","USD","DEM","81999898","1","1","","00000000"
"505","B","CAD","ESP","81999898","1","1","","00000000"
"513","EURO","ATS","DEM","81999898","100","1","","00000000"
"505","B","DEM","NLG","81999898","1","1","","00000000"
